subjectName,constructName,latex_formatted_question,question,latext_formatted_wrongAnswer,wrongAnswer,misconception,latex_formatted_wrongAnswer
Angle Facts with Parallel Lines,Identify corresponding angles,"\( \mathrm{M} \) and \( \mathrm{N} \) are the intersections of the line \( X Y \) with the lines \( P Q \) and RS.
Which angle is corresponding to angle MNS? ![A pair of parallel lines pointing up to the left. PQ and RS are the ends of the parallel lines. PQ is on the left of the diagram with Q being the top left.
A red straight line, XY, crosses the parallel lines. X is on the left of the diagram.
Line XY crosses line PQ at a point marked M.
Line XY crosses line RS at a point marked N.
The angle MNS is marked in red.]()","M and N are the intersections of the line X Y with the lines P Q and RS. Which angle is corresponding to angle MNS? ![A pair of parallel lines pointing up to the left. PQ and RS are the ends of the parallel lines. PQ is on the left of the diagram with Q being the top left. A red straight line, XY, crosses the parallel lines. X is on the left of the diagram. Line XY crosses line PQ at a point marked M. Line XY crosses line RS at a point marked N. The angle MNS is marked in red.]()",,YNR,"625    Confuses corresponding and vertically opposite...
Name: MisconceptionName, dtype: object",YNR
Angle Facts with Parallel Lines,Identify corresponding angles,"\( \mathrm{M} \) and \( \mathrm{N} \) are the intersections of the line \( X Y \) with the lines \( P Q \) and RS.
Which angle is corresponding to angle MNS? ![A pair of parallel lines pointing up to the left. PQ and RS are the ends of the parallel lines. PQ is on the left of the diagram with Q being the top left.
A red straight line, XY, crosses the parallel lines. X is on the left of the diagram.
Line XY crosses line PQ at a point marked M.
Line XY crosses line RS at a point marked N.
The angle MNS is marked in red.]()","M and N are the intersections of the line X Y with the lines P Q and RS. Which angle is corresponding to angle MNS? ![A pair of parallel lines pointing up to the left. PQ and RS are the ends of the parallel lines. PQ is on the left of the diagram with Q being the top left. A red straight line, XY, crosses the parallel lines. X is on the left of the diagram. Line XY crosses line PQ at a point marked M. Line XY crosses line RS at a point marked N. The angle MNS is marked in red.]()",QMN,QMN,"2336    Confuses co-interior and corresponding angles
Name: MisconceptionName, dtype: object",
Angle Facts with Parallel Lines,Identify corresponding angles,"\( \mathrm{M} \) and \( \mathrm{N} \) are the intersections of the line \( X Y \) with the lines \( P Q \) and RS.
Which angle is corresponding to angle MNS? ![A pair of parallel lines pointing up to the left. PQ and RS are the ends of the parallel lines. PQ is on the left of the diagram with Q being the top left.
A red straight line, XY, crosses the parallel lines. X is on the left of the diagram.
Line XY crosses line PQ at a point marked M.
Line XY crosses line RS at a point marked N.
The angle MNS is marked in red.]()","M and N are the intersections of the line X Y with the lines P Q and RS. Which angle is corresponding to angle MNS? ![A pair of parallel lines pointing up to the left. PQ and RS are the ends of the parallel lines. PQ is on the left of the diagram with Q being the top left. A red straight line, XY, crosses the parallel lines. X is on the left of the diagram. Line XY crosses line PQ at a point marked M. Line XY crosses line RS at a point marked N. The angle MNS is marked in red.]()",NMP,NMP,"2454    Confuses corresponding and alternate angles
Name: MisconceptionName, dtype: object",
Volume and Capacity Units,Convert between cl and l,"\[
30 \text { centilitres }=\bigstar \text { litres }
\]
What should replace the star?",     30  centilitres = litres  What should replace the star?,,3000,"1651    Multiplies when converting to a larger unit
Name: MisconceptionName, dtype: object",\( 3000 \)
Volume and Capacity Units,Convert between cl and l,"\[
30 \text { centilitres }=\bigstar \text { litres }
\]
What should replace the star?",     30  centilitres = litres  What should replace the star?,\( 3 \),3,"187    Thinks there are 10cl in a litre
Name: MisconceptionName, dtype: object",
Volume and Capacity Units,Convert between cl and l,"\[
30 \text { centilitres }=\bigstar \text { litres }
\]
What should replace the star?",     30  centilitres = litres  What should replace the star?,\( 0.03 \),0.03,"2505    Confuses cl and ml
Name: MisconceptionName, dtype: object",
Simultaneous Equations,Recognise whether you need to add or subtract linear equations in order to eliminate a variable,"What do you need to do to eliminate the \( q s \) in each of these pairs of simultaneous equations?
 Pair \( 1 \)
\(
\begin{array}{l}
5 p+2 q=12 \\
3 p+2 q=8
\end{array}
\) Pair \( 2 \)
\(
\begin{array}{l}
5 p-2 q=12 \\
3 p-2 q=8
\end{array}
\)",What do you need to do to eliminate the q s in each of these pairs of simultaneous equations?  Pair 1 [ 5 p+2 q=12;  3 p+2 q=8 ] Pair 2 [ 5 p-2 q=12;  3 p-2 q=8 ],,Add Pair 1 Subtract Pair 2,"2157    Believes that when eliminating a variable, if ...
Name: MisconceptionName, dtype: object","Add Pair \( 1 \)
Subtract Pair \( 2 \)"
Simultaneous Equations,Recognise whether you need to add or subtract linear equations in order to eliminate a variable,"What do you need to do to eliminate the \( q s \) in each of these pairs of simultaneous equations?
 Pair \( 1 \)
\(
\begin{array}{l}
5 p+2 q=12 \\
3 p+2 q=8
\end{array}
\) Pair \( 2 \)
\(
\begin{array}{l}
5 p-2 q=12 \\
3 p-2 q=8
\end{array}
\)",What do you need to do to eliminate the q s in each of these pairs of simultaneous equations?  Pair 1 [ 5 p+2 q=12;  3 p+2 q=8 ] Pair 2 [ 5 p-2 q=12;  3 p-2 q=8 ],"Add Pair \( 1 \)
Add Pair \( 2 \)",Add Pair 1 Add Pair 2,"1233    Believes that when eliminating a variable, if ...
Name: MisconceptionName, dtype: object",
Simultaneous Equations,Recognise whether you need to add or subtract linear equations in order to eliminate a variable,"What do you need to do to eliminate the \( q s \) in each of these pairs of simultaneous equations?
 Pair \( 1 \)
\(
\begin{array}{l}
5 p+2 q=12 \\
3 p+2 q=8
\end{array}
\) Pair \( 2 \)
\(
\begin{array}{l}
5 p-2 q=12 \\
3 p-2 q=8
\end{array}
\)",What do you need to do to eliminate the q s in each of these pairs of simultaneous equations?  Pair 1 [ 5 p+2 q=12;  3 p+2 q=8 ] Pair 2 [ 5 p-2 q=12;  3 p-2 q=8 ],"Subtract Pair \( 1 \)
Add Pair \( 2 \)",Subtract Pair 1 Add Pair 2,"303    Believes that when eliminating a variable, if ...
Name: MisconceptionName, dtype: object",
Time Series and Line Graphs,Read values off a displacement-time graph,"How far away from home was Rachel at 10:15? ![A line graph with title ""A graph to show the distance Rachel travels from her home on her daily run."" 
The x-axis is titled ""Time"" and is labelled with times from 0800 to 1300 in steps of 1 hour, with the axis going half an hour beyond 1300.
The y-axis is titled ""Distance from home (Km)"" and the scale is from 0 to 8 in steps of 1km. The following points are plotted and joined together: (0800, 0), (0830, 2), (0900, 3.5),(1000, 6), (1030, 7), (1100, 7.5),(1230, 7.5),(1300, 4.5), (1330, 0).    ]()","How far away from home was Rachel at 10:15? ![A line graph with title ""A graph to show the distance Rachel travels from her home on her daily run.""  The x-axis is titled ""Time"" and is labelled with times from 0800 to 1300 in steps of 1 hour, with the axis going half an hour beyond 1300. The y-axis is titled ""Distance from home (Km)"" and the scale is from 0 to 8 in steps of 1km. The following points are plotted and joined together: (0800, 0), (0830, 2), (0900, 3.5),(1000, 6), (1030, 7), (1100, 7.5),(1230, 7.5),(1300, 4.5), (1330, 0).    ]()",,6.5  m,"417    When reading values from graphs, writes down t...
Name: MisconceptionName, dtype: object",\( 6.5 \mathrm{~m} \)
Time Series and Line Graphs,Read values off a displacement-time graph,"How far away from home was Rachel at 10:15? ![A line graph with title ""A graph to show the distance Rachel travels from her home on her daily run."" 
The x-axis is titled ""Time"" and is labelled with times from 0800 to 1300 in steps of 1 hour, with the axis going half an hour beyond 1300.
The y-axis is titled ""Distance from home (Km)"" and the scale is from 0 to 8 in steps of 1km. The following points are plotted and joined together: (0800, 0), (0830, 2), (0900, 3.5),(1000, 6), (1030, 7), (1100, 7.5),(1230, 7.5),(1300, 4.5), (1330, 0).    ]()","How far away from home was Rachel at 10:15? ![A line graph with title ""A graph to show the distance Rachel travels from her home on her daily run.""  The x-axis is titled ""Time"" and is labelled with times from 0800 to 1300 in steps of 1 hour, with the axis going half an hour beyond 1300. The y-axis is titled ""Distance from home (Km)"" and the scale is from 0 to 8 in steps of 1km. The following points are plotted and joined together: (0800, 0), (0830, 2), (0900, 3.5),(1000, 6), (1030, 7), (1100, 7.5),(1230, 7.5),(1300, 4.5), (1330, 0).    ]()",\( 650 \mathrm{~m} \),650  m,"2132    Thinks there are 100m and a km
Name: MisconceptionName, dtype: object",
Time Series and Line Graphs,Read values off a displacement-time graph,"How far away from home was Rachel at 10:15? ![A line graph with title ""A graph to show the distance Rachel travels from her home on her daily run."" 
The x-axis is titled ""Time"" and is labelled with times from 0800 to 1300 in steps of 1 hour, with the axis going half an hour beyond 1300.
The y-axis is titled ""Distance from home (Km)"" and the scale is from 0 to 8 in steps of 1km. The following points are plotted and joined together: (0800, 0), (0830, 2), (0900, 3.5),(1000, 6), (1030, 7), (1100, 7.5),(1230, 7.5),(1300, 4.5), (1330, 0).    ]()","How far away from home was Rachel at 10:15? ![A line graph with title ""A graph to show the distance Rachel travels from her home on her daily run.""  The x-axis is titled ""Time"" and is labelled with times from 0800 to 1300 in steps of 1 hour, with the axis going half an hour beyond 1300. The y-axis is titled ""Distance from home (Km)"" and the scale is from 0 to 8 in steps of 1km. The following points are plotted and joined together: (0800, 0), (0830, 2), (0900, 3.5),(1000, 6), (1030, 7), (1100, 7.5),(1230, 7.5),(1300, 4.5), (1330, 0).    ]()",\( 7 \mathrm{~km} \),7  km,"134    Misreads scale
Name: MisconceptionName, dtype: object",
Real Life Graphs,Given a situation sketch an appropriate real life graph,"Johan wants to plot a graph to show the distance a ball travels over time.

After \( 2 \) seconds the ball has travelled \( 3 \) metres.

Where on the graph should Johan plot this?",Johan wants to plot a graph to show the distance a ball travels over time.  After 2 seconds the ball has travelled 3 metres.  Where on the graph should Johan plot this?,![A graph with time (sec) on the horizontal axis and distance (m) on the vertical axis. B is plotted above 3 on the horizontal axis and right of 2 on the vertical axis.](),![A graph with time (sec) on the horizontal axis and distance (m) on the vertical axis. B is plotted above 3 on the horizontal axis and right of 2 on the vertical axis.](),"11    When reading value from graph, reads from the ...
Name: MisconceptionName, dtype: object",
